Field Name,Data Type,Position,Length,Target Name,Required,Format,Transformation,Valid Values,Description
24-CYC-DLQ-18-CBRS,String,278,1,24_cyc_dlq_18_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 18 months ago.
24-CYC-DLQ-08-CBRS,String,279,1,24_cyc_dlq_08_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 8 months ago.
24-CYC-DLQ-19-CBRS,String,280,1,24_cyc_dlq_19_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 19 months ago.
24-CYC-DLQ-09-CBRS,String,281,1,24_cyc_dlq_09_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 9 months ago.
24-CYC-DLQ-20-CBRS,String,282,1,24_cyc_dlq_20_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 20 months ago.
24-CYC-DLQ-10-CBRS,String,283,1,24_cyc_dlq_10_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 10 months ago.
24-CYC-DLQ-21-CBRS,String,284,1,24_cyc_dlq_21_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 21 months ago.
24-CYC-DLQ-11-CBRS,String,285,1,24_cyc_dlq_11_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 11 months ago.
24-CYC-DLQ-22-CBRS,String,286,1,24_cyc_dlq_22_cbrs,No,,Default to 'D' <space>,D,The delinquency history profile for 22 months ago.
ACT-TYP-CBRS,String,287,3,act_typ_cbrs,No,,,,"The original type of account, such as installment loan, charge cards, commerc..."
LAS-LN-BAL-CBRS,Numeric,290,22,las_ln_bal_cbrs,No,-Z(12).9(2),Leave Blank <spaces>,,The loan balance at the time of the last report to the credit bureau.
LAS-DAT-RPT-CBRS,Date,312,10,las_dat_rpt_cbrs,No,MM/DD/CCYY,If (M-TRW-COMMENTS = 'AU' Pass M-DATE-PAID-OFF) else if M-TRW-COMMENTS = 'AW' the pass <blank> Else if (last 2 bytes M-PAYOFF-TRANS = 'ST'pass M-DATE-PAID-OFF) Else pass <Blank>,AW|ST,The date the account was last reported to the credit bureau.
LAS-ACT-STA-CBRS,String,322,2,las_act_sta_cbrs,No,,If M-TRW-COMMENTS = 'AU' or last 2 bytes M-PAYOFF-TRANS = 'ST' pass '13' ELSE PASS <BLANK>,05|63|64|96|97|DA|DF,The account status at the time of the last report to the credit bureau.
LAS-CMT-COD-CBRS,String,324,2,las_cmt_cod_cbrs,No,,If M-TRW-COMMENTS = 'AU' then pass M-TRW-COMMENTS else if M-TRW-COMMENTS = 'AW' the pass <blank> else If last 2 bytes M-PAYOFF-TRANS = 'ST' pass 'AU' Else pass <blank>,AU|AW|ST,The special comment codes reported to the credit bureau the last time the acc...
LAS-CMP-COD-CBRS,String,326,2,las_cmp_cod_cbrs,No,,Leave Blank <spaces>,,The compliance code reported to the credit bureau the last time the account w...
CUR-PMT-RTG-CBRS,String,328,1,cur_pmt_rtg_cbrs,No,,Default to 'L',L,The current metro 2 payment rating being reported to the credit bureau.
PET-DAT-CBRS,Date,329,10,pet_dat_cbrs,No,MM/DD/CCYY,,,The petition date when bankruptcy is filed.
PET-ACT-STA-CBRS,String,339,2,pet_act_sta_cbrs,No,,If M-MISC-CODE2 = 'W' Pass <Blank> else ( Join the Credit Bureau table(Base record) 14 digit account number with account number for which CBRS transaction is created. The 14 digit account number in Credit Bureau File(Base) can be identified as BR + CUS + LN IF (M-BANKRUPTCY-DT is NOT NULL ) Then [ if account is present in CB file THEN pass first 2 bytes of ACCOUNT_STATUS else pass blank] else leave <blank> ),,The metro 2 account status code at bankruptcy filing.
PET-SCH-PMT-AMT-CBRS,Numeric,341,22,pet_sch_pmt_amt_cbrs,No,-Z(12).9(2),If M-MISC-CODE2 = 'W' Pass <Blank> Else IF M-BANKRUPTCY-DT is NOT NULL THEN PAYMENT ELSE Leave Blank,,The scheduled monthly payment amount at bankruptcy filing.
PET-CUR-BAL-CBRS,Numeric,363,22,pet_cur_bal_cbrs,No,-Z(12).9(2),If M-MISC-CODE2 = 'W' Pass <Blank> Else IF M-BANKRUPTCY-DT is NOT NULL THEN M-CHARGE-OFF-AMT ELSE Leave Blank,,The current account balance at bankruptcy filing.
PET-AMT-PAS-DUE-CBRS,Numeric,385,22,pet_amt_pas_due_cbrs,No,-Z(12).9(2),If M-MISC-CODE2 = 'W' [ Pass <blank>] else [ Join the Credit Bureau table(Base record) 14 digit account number with account number for which CBRS transaction is created. The 14 digit account number in Credit Bureau File(Base) can be identified as BR + CUS + LN IF (M-BANKRUPTCY-DT is NOT NULL ) Then [ if account is present in CB file THEN pass PAST-DUE ELSE Leave Blank ] Else Leave blank ],,The amount past due on account at bankruptcy filing.
PET-PMT-RTG-CBRS,String,407,1,pet_pmt_rtg_cbrs,No,,Leave Blank <spaces>,,The metro 2 payment rating at bankruptcy filing.
CHX-RTG-TRN-NUM-CBRS,String,408,9,chx_rtg_trn_num_cbrs,No,,Leave Blank <spaces>,,The numeric bank code and check digit code assigned by the American Bankers A...
CHX-ACT-NUM-CBRS,String,417,20,chx_act_num_cbrs,No,,Leave Blank <spaces>,,The account number reported in this field should match the account number in ...
CHX-ACT-TYP-CBRS,String,437,3,chx_act_typ_cbrs,No,,Leave Blank <spaces>,,This code defines the account type to be reported to ChexSystems.
CHX-REA-COD-1-CBRS,String,440,2,chx_rea_cod_1_cbrs,No,,Leave Blank <spaces>,,Closure Reason Code 1 describes the primary reason for the account closure.
CHX-REA-COD-2-CBRS,String,442,2,chx_rea_cod_2_cbrs,No,,Leave Blank <spaces>,,Closure Reason Code 2 describes the secondary reason for the account closure.
CHX-REA-COD-3-CBRS,String,444,2,chx_rea_cod_3_cbrs,No,,Leave Blank <spaces>,,Describes the third reason for the account closure.
CHX-DIS-IND-CBRS,String,446,1,chx_dis_ind_cbrs,No,,Leave Blank <spaces>,,This is a notification that the consumer is disputing information reported to...
CHX-LAS-DAT-RPT-CBRS,Date,447,10,chx_las_dat_rpt_cbrs,No,MM/DD/CCYY,Leave Blank <spaces>,,Date account was last reported to bureau via Chex Systems format.
CHX-LAS-REA-RPT-CBRS,String,457,2,chx_las_rea_rpt_cbrs,No,,Leave Blank <spaces>,,The last reason the account was reported to ChexSystems.
CHX-LAS-CLO-STA-CBRS,String,459,2,chx_las_clo_sta_cbrs,No,,Leave Blank <spaces>,,The last closure status reported to ChexSystems.
SEC-LAS-DAT-RPT-CBRS,Date,461,10,sec_las_dat_rpt_cbrs,No,MM/DD/CCYY,Leave Blank <spaces>,,The date the second plan account was last reported to the credit bureau.
SEC-LN-NUM-CBRS,String,471,30,sec_ln_num_cbrs,No,,Leave Blank <spaces>,,The account number used to identify the second plan account to the credit bur...
SEC-LAS-ACT-STA-CBRS,String,501,2,sec_las_act_sta_cbrs,No,,Leave Blank <spaces>,,The account status at the time of the last report to the credit bureau for th...
SEC-LAS-LN-BAL-CBRS,Numeric,503,22,sec_las_ln_bal_cbrs,No,-Z(12).9(2),Leave Blank <spaces>,,The loan balance at the time of the last report to the credit bureau for the ...
